record_id,unit_expression,status,proposed_unit_uri,quantity_kind_uris,dimension_vector_uri,local_evidence,published_evidence,reference_unit_uri,conversion_value,conversion_equation,conversion_exact,conversion_source,qk_rationale,qk_relation,dv_rationale,description_sources,description_rationale,semantic_hypotheses,confidence,issues,recommendation
unit-0059,GM-PER-M3-DAY,ready-for-review,http://qudt.org/vocab/unit/GM-PER-M3-DAY,http://qudt.org/vocab/quantitykind/MassConcentrationRateOfChange,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassConcentrationRateOfChange, and qkdv:A0E0L-3I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M3-SEC,multiplier=0.000000011574074074074074074074074074074074074074074074074; offset=0,GM^1=0.001^1 × M^-3=1.0^-3 × DAY^-1=86400.0^-1; product = 0.000000011574074074074074074074074074074074074074074074074 kilogram per cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by volume and time matches the current MassConcentrationRateOfChange kind.,unitForQuantityKind,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + M^-3 (A0E0L1I0M0H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassConcentrationRateOfChange,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassConcentrationRateOfChange; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassConcentrationRateOfChange and qkdv:A0E0L-3I0M1H0T-1D0.
unit-0060,GM-PER-M3-YR,ready-for-review,http://qudt.org/vocab/unit/GM-PER-M3-YR,http://qudt.org/vocab/quantitykind/MassConcentrationRateOfChange,http://qudt.org/vocab/dimensionvector/A0E0L-3I0M1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassConcentrationRateOfChange, and qkdv:A0E0L-3I0M1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/KiloGM-PER-M3-SEC,multiplier=0.000000000031688087814028950237026896848936547772961188430045; offset=0,GM^1=0.001^1 × M^-3=1.0^-3 × YR^-1=31557600.0^-1; product = 0.000000000031688087814028950237026896848936547772961188430045 kilogram per cubic metre second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Mass divided by volume and time matches the current MassConcentrationRateOfChange kind.,unitForQuantityKind,Vector composition GM^1 (A0E0L0I0M1H0T0D0) + M^-3 (A0E0L1I0M0H0T0D0) + YR^-1 (A0E0L0I0M0H0T1D0) = A0E0L-3I0M1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassConcentrationRateOfChange,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassConcentrationRateOfChange; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassConcentrationRateOfChange and qkdv:A0E0L-3I0M1H0T-1D0.
unit-0061,MicroBQ-PER-GM,ready-for-review,http://qudt.org/vocab/unit/MicroBQ-PER-GM,http://qudt.org/vocab/quantitykind/MassicActivity,http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MassicActivity, and qkdv:A0E0L0I0M-1H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/BQ-PER-KiloGM,multiplier=0.001; offset=0,MicroBQ^1=0.000001^1 × GM^-1=0.001^-1; product = 0.001 becquerel per kilogram,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Activity divided by mass matches the current MassicActivity kind.,unitForQuantityKind,Vector composition MicroBQ^1 (A0E0L0I0M0H0T-1D0) + GM^-1 (A0E0L0I0M1H0T0D0) = A0E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MassicActivity,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MassicActivity; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MassicActivity and qkdv:A0E0L0I0M-1H0T-1D0.
unit-0062,MicroGM-PER-GM-MIN,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000000016666666666666666666666666666666666666666666666667 to reciprocal second; offset=0,MicroGM^1=0.000000001^1 × GM^-1=0.001^-1 × MIN^-1=60.0^-1; product = 0.000000016666666666666666666666666666666666666666666666667 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MicroGM^1 (A0E0L0I0M1H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0063,MicroMOL-PER-M3,ready-for-review,http://qudt.org/vocab/unit/MicroMOL-PER-M3,http://qudt.org/vocab/quantitykind/AmountOfSubstanceConcentration,http://qudt.org/vocab/dimensionvector/A1E0L-3I0M0H0T0D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:AmountOfSubstanceConcentration, and qkdv:A1E0L-3I0M0H0T0D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-M3,multiplier=0.000001; offset=0,MicroMOL^1=0.000001^1 × M^-3=1.0^-3; product = 0.000001 mole per cubic metre,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by volume matches the current AmountOfSubstanceConcentration kind.,unitForQuantityKind,Vector composition MicroMOL^1 (A1E0L0I0M0H0T0D0) + M^-3 (A0E0L1I0M0H0T0D0) = A1E0L-3I0M0H0T0D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:AmountOfSubstanceConcentration,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind AmountOfSubstanceConcentration; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:AmountOfSubstanceConcentration and qkdv:A1E0L-3I0M0H0T0D0.
unit-0064,MicroMOL-PER-HR-MilliGM,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A1E0L0I0M-1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,,multiplier=0.00027777777777777777777777777777777777777777777777778 to coherent mol kg^-1 s^-1; offset=0,MicroMOL^1=0.000001^1 × HR^-1=3600.0^-1 × MilliGM^-1=0.000001^-1; product = 0.00027777777777777777777777777777777777777777777777778 the coherent SI unit,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MicroMOL^1 (A1E0L0I0M0H0T0D0) + HR^-1 (A0E0L0I0M0H0T1D0) + MilliGM^-1 (A0E0L0I0M1H0T0D0) = A1E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,BiogeochemicalRate and process-specific amount rates were considered; both require substance and process context.,low,"An amount/mass/time expression can represent a biogeochemical process rate or another mass-normalized amount rate. The reacting substance, process, and denominator entity were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0065,MilliL-PER-MilliL,ready-for-review,http://qudt.org/vocab/unit/MilliL-PER-MilliL,http://qudt.org/vocab/quantitykind/VolumeFraction,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:VolumeFraction, and qkdv:A0E0L0I0M0H0T0D1 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/UNITLESS,multiplier=1.0; offset=0,MilliL^1=0.000001^1 × MilliL^-1=0.000001^-1; product = 1.0 one,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,The volume-to-volume expression follows current QUDT scaled volume-ratio units assigned to VolumeFraction.,unitForQuantityKind,Vector composition MilliL^1 (A0E0L3I0M0H0T0D0) + MilliL^-1 (A0E0L3I0M0H0T0D0) = A0E0L0I0M0H0T0D1; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:VolumeFraction,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind VolumeFraction; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:VolumeFraction and qkdv:A0E0L0I0M0H0T0D1.
unit-0066,MOL-PER-DAY,ready-for-review,http://qudt.org/vocab/unit/MOL-PER-DAY,http://qudt.org/vocab/quantitykind/MolarFlowRate,http://qudt.org/vocab/dimensionvector/A1E0L0I0M0H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MolarFlowRate, and qkdv:A1E0L0I0M0H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-SEC,multiplier=0.000011574074074074074074074074074074074074074074074074; offset=0,MOL^1=1.0^1 × DAY^-1=86400.0^-1; product = 0.000011574074074074074074074074074074074074074074074074 mole per second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by time follows current QUDT MOL-PER-SEC and its MolarFlowRate assignment.,unitForQuantityKind,Vector composition MOL^1 (A1E0L0I0M0H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MolarFlowRate,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MolarFlowRate; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MolarFlowRate and qkdv:A1E0L0I0M0H0T-1D0.
unit-0067,NanoMOL-PER-MIN,ready-for-review,http://qudt.org/vocab/unit/NanoMOL-PER-MIN,http://qudt.org/vocab/quantitykind/MolarFlowRate,http://qudt.org/vocab/dimensionvector/A1E0L0I0M0H0T-1D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:MolarFlowRate, and qkdv:A1E0L0I0M0H0T-1D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-SEC,multiplier=0.000000000016666666666666666666666666666666666666666666666667; offset=0,NanoMOL^1=0.000000001^1 × MIN^-1=60.0^-1; product = 0.000000000016666666666666666666666666666666666666666666666667 mole per second,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by time follows current QUDT MOL-PER-SEC and its MolarFlowRate assignment.,unitForQuantityKind,Vector composition NanoMOL^1 (A1E0L0I0M0H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:MolarFlowRate,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind MolarFlowRate; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:MolarFlowRate and qkdv:A1E0L0I0M0H0T-1D0.
unit-0068,NanoMOL-PER-MOL,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T0D1 verified. Current same-expression amount-ratio precedents are categorized as quantitykind:Unknown.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/UNITLESS,multiplier=0.000000001 to one; offset=0,NanoMOL^1=0.000000001^1 × MOL^-1=1.0^-1; product = 0.000000001 one,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NanoMOL^1 (A1E0L0I0M0H0T0D0) + MOL^-1 (A1E0L0I0M0H0T0D0) = A0E0L0I0M0H0T0D1; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,MoleFraction and AmountOfSubstanceFraction were considered; current same-expression precedents remain Unknown and no mixture context was supplied.,low,"Amount/amount can represent mole fraction, amount-of-substance fraction, or another ratio. Current QUDT MOL-PER-MOL and MicroMOL-PER-MOL are categorized as Unknown, so dimensionality alone is not enough.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0069,NUM-PER-GM-MIN,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M-1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M-1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-KiloGM-SEC,multiplier=16.666666666666666666666666666666666666666666666667 to reciprocal kilogram second; offset=0,NUM^1=1.0^1 × GM^-1=0.001^-1 × MIN^-1=60.0^-1; product = 16.666666666666666666666666666666666666666666666667 reciprocal kilogram second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NUM^1 (A0E0L0I0M0H0T0D1) + GM^-1 (A0E0L0I0M1H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"Count, number of particles, population, count density, and event-rate interpretations were considered; none can be selected from the expression alone.",low,"NUM does not identify what is counted or whether the denominator is a sample, organism, event, or replicate; Count, NumberOfParticles, Population, density, and rate interpretations remain possible.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0070,NUM-PER-KiloM,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L-1I0M0H0T0D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L-1I0M0H0T0D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-M,multiplier=0.001 to reciprocal metre; offset=0,NUM^1=1.0^1 × KiloM^-1=1000.0^-1; product = 0.001 reciprocal metre,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition NUM^1 (A0E0L0I0M0H0T0D1) + KiloM^-1 (A0E0L1I0M0H0T0D0) = A0E0L-1I0M0H0T0D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"Count, number of particles, population, count density, and event-rate interpretations were considered; none can be selected from the expression alone.",low,"NUM does not identify what is counted or whether the denominator is a sample, organism, event, or replicate; Count, NumberOfParticles, Population, density, and rate interpretations remain possible.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0071,PicoMOL-PER-GM,ready-for-review,http://qudt.org/vocab/unit/PicoMOL-PER-GM,http://qudt.org/vocab/quantitykind/AmountOfSubstancePerMass,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T0D0,"QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; every factor Unit, quantitykind:AmountOfSubstancePerMass, and qkdv:A1E0L0I0M-1H0T0D0 exists.",Live QUDT SPARQL 2026-09-07: exact Unit URI absent; reused QuantityKind and DimensionVector URIs verified. Expression identity is preserved rather than replaced by an algebraic equivalent.,http://qudt.org/vocab/unit/MOL-PER-KiloGM,multiplier=0.000000001; offset=0,PicoMOL^1=0.000000000001^1 × GM^-1=0.001^-1; product = 0.000000001 mole per kilogram,true,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,Amount of substance divided by mass matches the current AmountOfSubstancePerMass kind.,unitForQuantityKind,Vector composition PicoMOL^1 (A1E0L0I0M0H0T0D0) + GM^-1 (A0E0L0I0M1H0T0D0) = A1E0L0I0M-1H0T0D0; the vector exists locally and in published QUDT.,https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8|current QUDT factor Units and quantitykind:AmountOfSubstancePerMass,"The synthesized description states only the factor expression, generic measurable kind, and conversion; it asserts no dataset-specific or ecological use.",Selected the generic or expression-specific current QUDT kind AmountOfSubstancePerMass; more specialized same-vector meanings were excluded because no source-variable context was supplied.,high,Exact qname is absent locally and published; human review should confirm label and symbol before submission.,Review as a new expression-preserving Unit reusing quantitykind:AmountOfSubstancePerMass and qkdv:A1E0L0I0M-1H0T0D0.
unit-0072,PicoMOL-PER-MilliGM-MIN,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A1E0L0I0M-1H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A1E0L0I0M-1H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,,multiplier=0.000000016666666666666666666666666666666666666666666666667 to coherent mol kg^-1 s^-1; offset=0,PicoMOL^1=0.000000000001^1 × MilliGM^-1=0.000001^-1 × MIN^-1=60.0^-1; product = 0.000000016666666666666666666666666666666666666666666666667 the coherent SI unit,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition PicoMOL^1 (A1E0L0I0M0H0T0D0) + MilliGM^-1 (A0E0L0I0M1H0T0D0) + MIN^-1 (A0E0L0I0M0H0T1D0) = A1E0L0I0M-1H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,BiogeochemicalRate and process-specific amount rates were considered; both require substance and process context.,low,"An amount/mass/time expression can represent a biogeochemical process rate or another mass-normalized amount rate. The reacting substance, process, and denominator entity were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
unit-0073,CentiM3-PER-CentiM3,existing-unit,http://qudt.org/vocab/unit/CentiM3-PER-CentiM3,http://qudt.org/vocab/quantitykind/VolumeFraction,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,QUDT 6b8df6f4 aggregate graph contains unit:CentiM3-PER-CentiM3. The exact submitted URI and expression are present.,Live QUDT SPARQL 2026-09-07 returns unit:CentiM3-PER-CentiM3. The exact submitted URI is published.,http://qudt.org/vocab/unit/UNITLESS,multiplier=1.0; offset=0,(0.01 m)^3 / (0.01 m)^3 = 1,true,Current local and published QUDT resource unit:CentiM3-PER-CentiM3|https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8,Existing current QUDT assignment retained; this review does not remodel an existing resource.,unitForQuantityKind,Existing current QUDT resource declares qkdv:A0E0L0I0M0H0T0D1; local and published values agree.,Current local and published QUDT resource unit:CentiM3-PER-CentiM3,No new description is drafted for an existing canonical resource.,Existing-resource identity controls disposition; no new semantic assertion is made.,high,None; exact submitted resource exists locally and in the published graph.,Reuse unit:CentiM3-PER-CentiM3; do not emit a duplicate Unit.
unit-0074,GM-PER-HectoGM,existing-unit,http://qudt.org/vocab/unit/GM-PER-HectoGM,http://qudt.org/vocab/quantitykind/MassRatio,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T0D1,QUDT 6b8df6f4 aggregate graph contains unit:GM-PER-HectoGM. The exact submitted URI and expression are present.,Live QUDT SPARQL 2026-09-07 returns unit:GM-PER-HectoGM. The exact submitted URI is published.,http://qudt.org/vocab/unit/UNITLESS,multiplier=0.01; offset=0,0.001 kg / 0.1 kg = 0.01,true,Current local and published QUDT resource unit:GM-PER-HectoGM|https://www.bipm.org/en/publications/si-brochure/|https://www.nist.gov/pml/special-publication-811/nist-guide-si-appendix-b8,Existing current QUDT assignment retained; this review does not remodel an existing resource.,unitForQuantityKind,Existing current QUDT resource declares qkdv:A0E0L0I0M0H0T0D1; local and published values agree.,Current local and published QUDT resource unit:GM-PER-HectoGM,No new description is drafted for an existing canonical resource.,Existing-resource identity controls disposition; no new semantic assertion is made.,high,None; exact submitted resource exists locally and in the published graph.,Reuse unit:GM-PER-HectoGM; do not emit a duplicate Unit.
unit-0075,MilliGM-PER-MilliGM-DAY,needs-clarification,,,http://qudt.org/vocab/dimensionvector/A0E0L0I0M0H0T-1D0,QUDT 6b8df6f4 aggregate graph query 2026-09-07: exact Unit URI absent; constituent Units and qkdv:A0E0L0I0M0H0T-1D0 verified.,Live QUDT SPARQL 2026-09-07: exact Unit URI absent. No published semantic evidence resolves the missing measurement context.,http://qudt.org/vocab/unit/PER-SEC,multiplier=0.000011574074074074074074074074074074074074074074074074 to reciprocal second; offset=0,MilliGM^1=0.000001^1 × MilliGM^-1=0.000001^-1 × DAY^-1=86400.0^-1; product = 0.000011574074074074074074074074074074074074074074074074 reciprocal second,true,https://www.bipm.org/en/publications/si-brochure/|current QUDT constituent multipliers at 6b8df6f429c45bc6fb0b25659d34f51954a148f9,No QuantityKind is asserted because the submitted expression and current QUDT do not distinguish the competing measurement meanings.,,Vector composition MilliGM^1 (A0E0L0I0M1H0T0D0) + MilliGM^-1 (A0E0L0I0M1H0T0D0) + DAY^-1 (A0E0L0I0M0H0T1D0) = A0E0L0I0M0H0T-1D0; the vector exists locally and in published QUDT.,Current QUDT factor and same-vector QuantityKind inventory|https://github.com/qudt/qudt-public-repo/wiki/Unit-Vocabulary-Submission-Guidelines,No Unit description or RDF is drafted until the semantic or conversion ambiguity is resolved.,"MassSpecificBiogeochemicalRate, generic RateOfChange, and process-specific normalized rates were considered; all require a measurand and denominator context.",low,"A mass/mass/time expression can represent a mass-specific process rate, fractional change rate, or another normalized rate. The numerator measurand and denominator basis were not supplied.","Confirm the source variable, measured numerator, denominator basis, and intended QuantityKind before drafting RDF."
